dataset,method,config,feature_set,split_policy,seed,precision,recall,f1,fpr,accuracy,weighted_f1,roc_auc,tp,fp,fn,tn,threshold,threshold_selected_on,n_train,n_test,inference_latency_ms,model_size_kb,notes
ncsrd,saurabh,saurabh_full,saurabh49,project_standard,42,0.975336,0.988619,0.981933,0.00166,0.997734,0.997741,0.999826,5299,134,61,80568,0.5,validation_adaptive,296846,86062,0.003102,0.0,Saurabh pipeline (train_time=5.60s)
